Alloy,N(Ef),DH (eV),Structure,##,##.1,##.2,##.3,##.4,##.5,##.6,##.7,##.8,##.9,##.10,##.11,##.12,##.13,##.14,##.15,Mixing Enthalpy,VEC,Melting Temperature,Pauling Electronegativity,Entropy of Mixing,Radii Difference,Cr,Mo,W,V,Nb,Ta,Ti,Zr,Hf
Cr50W10Ti30Zr10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-7.48,5.2,1981.3,1.6610000000000003,9.71310029076794,0.08030084160692794,50.0,0.0,10.0,0.0,0.0,0.0,30.0,10.0,0.0
Hf50Ta10Mo30W10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-3.88,4.9,2547.3,1.6840000000000002,9.71310029076794,0.06351648178766778,0.0,30.0,10.0,0.0,0.0,10.0,0.0,0.0,50.0
Hf50Zr10Cr30V10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-7.640000000000001,4.7,2064.8,1.4439999999999997,9.71310029076794,0.09931487187575352,30.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,50.0
Mo50Cr10W30Ta10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-2.0,5.9,2830.5,2.1039999999999996,9.71310029076794,0.02960791418280403,10.0,50.0,30.0,0.0,0.0,10.0,0.0,0.0,0.0
Mo50Nb10Hf30W10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.16,5.3,2571.3,1.8659999999999999,9.71310029076794,0.06139211331177317,0.0,50.0,10.0,0.0,10.0,0.0,0.0,0.0,30.0
Mo50Nb10Hf30Zr10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.16,5.1,2414.3,1.7630000000000001,9.71310029076794,0.0647408590739145,0.0,50.0,0.0,0.0,10.0,0.0,0.0,10.0,30.0
Mo50Nb10Ta30Hf10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.4799999999999995,5.4,2687.6,1.82,9.71310029076794,0.04204789000787478,0.0,50.0,0.0,0.0,10.0,30.0,0.0,0.0,10.0
Mo50Nb10Ta30Ti10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.8,5.4,2631.1,1.844,9.71310029076794,0.025323239951287255,0.0,50.0,0.0,0.0,10.0,30.0,10.0,0.0,0.0
Mo50Nb10Ti30Hf10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.0,5.1,2282.9,1.8319999999999999,9.71310029076794,0.04282935218378758,0.0,50.0,0.0,0.0,10.0,0.0,30.0,0.0,10.0
Mo50Ta10Hf30Zr10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.119999999999999,5.1,2468.3,1.7530000000000001,9.71310029076794,0.0647408590739145,0.0,50.0,0.0,0.0,0.0,10.0,0.0,10.0,30.0
Mo50Ti10Hf30Zr10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.4,5.0,2333.4,1.7570000000000001,9.71310029076794,0.06460162308022944,0.0,50.0,0.0,0.0,0.0,0.0,10.0,10.0,30.0
Mo50Ti10W30Hf10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-3.04,5.6,2728.2,2.072,9.71310029076794,0.0437917480853598,0.0,50.0,30.0,0.0,0.0,0.0,10.0,0.0,10.0
Mo50V10Hf30Zr10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.0,5.1,2357.6,1.7660000000000002,9.71310029076794,0.07116399102725773,0.0,50.0,0.0,10.0,0.0,0.0,0.0,10.0,30.0
Mo50V10Ta30Zr10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.12,5.4,2592.8,1.8260000000000003,9.71310029076794,0.048353188507358105,0.0,50.0,0.0,10.0,0.0,30.0,0.0,10.0,0.0
Mo50V10Ti30Zr10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.0,5.1,2188.1,1.838,9.71310029076794,0.049349031508747844,0.0,50.0,0.0,10.0,0.0,0.0,30.0,10.0,0.0
Mo50W10Hf30Zr10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.680000000000001,5.2,2508.8,1.839,9.71310029076794,0.06746575673100261,0.0,50.0,10.0,0.0,0.0,0.0,0.0,10.0,30.0
Mo50W10Nb30Hf10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-5.119999999999999,5.5,2620.1,1.926,9.71310029076794,0.04301527154860212,0.0,50.0,10.0,0.0,30.0,0.0,0.0,0.0,10.0
Mo50W10Nb30Zr10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-5.640000000000001,5.5,2582.0,1.929,9.71310029076794,0.044801717688115805,0.0,50.0,10.0,0.0,30.0,0.0,0.0,10.0,0.0
Mo50W10Ti30Zr10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.680000000000001,5.2,2339.3,1.9110000000000003,9.71310029076794,0.045722995685921274,0.0,50.0,10.0,0.0,0.0,0.0,30.0,10.0,0.0
Mo50W10V30Zr10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-2.16,5.5,2411.9,1.9380000000000002,9.71310029076794,0.051276590739751514,0.0,50.0,10.0,30.0,0.0,0.0,0.0,10.0,0.0
Nb50Mo10W30Ti10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-6.4799999999999995,5.3,2694.2,1.878,9.71310029076794,0.024583272789683922,0.0,10.0,30.0,0.0,50.0,0.0,10.0,0.0,0.0
Nb50Ta10Ti30Hf10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,2.24,4.6,2263.9,1.5419999999999998,9.71310029076794,0.025922935595811693,0.0,0.0,0.0,0.0,50.0,10.0,30.0,0.0,10.0
Nb50Ti10Hf30Zr10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,3.5999999999999996,4.5,2260.4,1.477,9.71310029076794,0.04241636554293878,0.0,0.0,0.0,0.0,50.0,0.0,10.0,10.0,30.0
Ta50Ti10Mo30V10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-3.56,5.2,2653.2,1.715,9.71310029076794,0.030492354421676804,0.0,30.0,0.0,10.0,0.0,50.0,10.0,0.0,0.0
Ta50V10Ti30Zr10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,0.6,4.6,2385.1,1.508,9.71310029076794,0.03983097463725642,0.0,0.0,0.0,10.0,0.0,50.0,30.0,10.0,0.0
Ti50Cr10Mo30V10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.28,4.9,2002.6,1.7469999999999999,9.71310029076794,0.04519531911929403,10.0,30.0,0.0,10.0,0.0,0.0,50.0,0.0,0.0
Ti50Cr10Mo30W10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.96,5.0,2153.8,1.82,9.71310029076794,0.042100851391807866,10.0,30.0,10.0,0.0,0.0,0.0,50.0,0.0,0.0
Ti50Ta10Zr30W10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-2.0000000000000004,4.3,2033.5,1.555,9.71310029076794,0.046284146553892756,0.0,0.0,10.0,0.0,0.0,10.0,50.0,30.0,0.0
Ti50W10Nb30Zr10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-0.8400000000000003,4.5,2104.5,1.619,9.71310029076794,0.032974622553020694,0.0,0.0,10.0,0.0,30.0,0.0,50.0,10.0,0.0
V50Nb10Hf30W10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-2.16,4.8,2214.8,1.601,9.71310029076794,0.07642102804639354,0.0,0.0,10.0,50.0,10.0,0.0,0.0,0.0,30.0
V50Nb10Ta30Hf10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-0.68,4.9,2331.1,1.555,9.71310029076794,0.057846698052142806,0.0,0.0,0.0,50.0,10.0,30.0,0.0,0.0,10.0
V50Nb10Ta30Ti10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-1.0,4.9,2274.6,1.579,9.71310029076794,0.043587108182075666,0.0,0.0,0.0,50.0,10.0,30.0,10.0,0.0,0.0
V50Nb10Ta30Zr10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-1.08,4.9,2293.0,1.558,9.71310029076794,0.059355403842594814,0.0,0.0,0.0,50.0,10.0,30.0,0.0,10.0,0.0
V50Nb10Ti30Cr10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-2.6799999999999997,4.8,1893.8,1.6029999999999998,9.71310029076794,0.050257064419624076,10.0,0.0,0.0,50.0,10.0,0.0,30.0,0.0,0.0
V50Nb10Ti30Zr10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-1.8000000000000003,4.6,1888.3,1.57,9.71310029076794,0.060465515775277305,0.0,0.0,0.0,50.0,10.0,0.0,30.0,10.0,0.0
V50Ta10Hf30Zr10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-1.7200000000000002,4.6,2111.8,1.4880000000000002,9.71310029076794,0.08195733239063226,0.0,0.0,0.0,50.0,0.0,10.0,0.0,10.0,30.0
V50Ti10Hf30W10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-2.76,4.7,2133.9,1.595,9.71310029076794,0.07657466187473963,0.0,0.0,10.0,50.0,0.0,0.0,10.0,0.0,30.0
V50Ti10Hf30Zr10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-2.4000000000000004,4.5,1976.9,1.4920000000000002,9.71310029076794,0.08196735579334023,0.0,0.0,0.0,50.0,0.0,0.0,10.0,10.0,30.0
W50Cr10V30Hf10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-2.4400000000000004,5.5,2698.0,1.965,9.71310029076794,0.05561237400258337,10.0,0.0,50.0,30.0,0.0,0.0,0.0,0.0,10.0
W50Nb10Hf30Zr10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-6.359999999999999,5.1,2813.8,1.8630000000000002,9.71310029076794,0.0647408590739145,0.0,0.0,50.0,0.0,10.0,0.0,0.0,10.0,30.0
W50Nb10Ta30Hf10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-6.48,5.4,3087.1,1.92,9.71310029076794,0.04204789000787478,0.0,0.0,50.0,0.0,10.0,30.0,0.0,0.0,10.0
W50Nb10Ta30Zr10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-7.08,5.4,3049.0,1.923,9.71310029076794,0.04378040305767899,0.0,0.0,50.0,0.0,10.0,30.0,0.0,10.0,0.0
W50Nb10Ti30Zr10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-6.599999999999999,5.1,2644.3,1.935,9.71310029076794,0.04449102616461984,0.0,0.0,50.0,0.0,10.0,0.0,30.0,10.0,0.0
W50Ta10Ti30Zr10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-6.56,5.1,2698.3,1.925,9.71310029076794,0.04449102616461984,0.0,0.0,50.0,0.0,0.0,10.0,30.0,10.0,0.0
W50V10Cr30Zr10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-3.24,5.7,2659.3,1.9740000000000004,9.71310029076794,0.06514807654424865,30.0,0.0,50.0,10.0,0.0,0.0,0.0,10.0,0.0
W50V10Nb30Ti10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-6.16,5.4,2811.9,1.977,9.71310029076794,0.029870879889593874,0.0,0.0,50.0,10.0,30.0,0.0,10.0,0.0,0.0
W50V10Ta30Hf10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-5.44,5.4,3030.4,1.923,9.71310029076794,0.04664316731645412,0.0,0.0,50.0,10.0,0.0,30.0,0.0,0.0,10.0
W50V10Ti30Zr10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-6.0,5.1,2587.6,1.9380000000000002,9.71310029076794,0.049349031508747844,0.0,0.0,50.0,10.0,0.0,0.0,30.0,10.0,0.0
Zr50Cr10Mo30V10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-6.88,4.9,2094.6,1.642,9.71310029076794,0.08441914601778953,10.0,30.0,0.0,10.0,0.0,0.0,0.0,50.0,0.0
Zr50Cr10V30Nb10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.6400000000000015,4.6,1937.4,1.48,9.71310029076794,0.08860586842423751,10.0,0.0,0.0,30.0,10.0,0.0,0.0,50.0,0.0
Cr5Hf40Mo15W35Ta5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-5.4399999999999995,5.15,2730.55,1.828,10.958644003383364,0.0706807472270174,5.0,15.0,35.0,0.0,0.0,5.0,0.0,0.0,40.0
Cr5Mo40Ti15W35V5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-2.51,5.65,2687.95,2.0855,10.958644003383364,0.029350462762523344,5.0,40.0,35.0,5.0,0.0,0.0,15.0,0.0,0.0
Cr5Mo40Ti15Zr35Nb5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-5.58,4.95,2166.8,1.7235000000000003,10.958644003383364,0.06878491728835372,5.0,40.0,0.0,0.0,5.0,0.0,15.0,35.0,0.0
Cr5Mo40W15V35Nb5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-1.1800000000000002,5.6,2450.2,1.9514999999999998,10.958644003383364,0.02675726603182617,5.0,40.0,15.0,35.0,5.0,0.0,0.0,0.0,0.0
Cr5V40Nb15Hf35Zr5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-1.8399999999999999,4.65,2105.05,1.4965000000000002,10.958644003383364,0.08202903316117485,5.0,0.0,0.0,40.0,15.0,0.0,0.0,5.0,35.0
Cr5V40Nb15Ti35Zr5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-2.12,4.65,1907.3,1.5804999999999998,10.958644003383364,0.055852683086558726,5.0,0.0,0.0,40.0,15.0,0.0,35.0,5.0,0.0
Cr5W40Nb15Mo35Ta5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.29,5.8,2904.6,2.0980000000000003,10.958644003383364,0.027811288490660602,5.0,35.0,40.0,0.0,15.0,5.0,0.0,0.0,0.0
Hf5Cr40Mo15W35Nb5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-1.96,5.85,2589.45,1.9589999999999999,10.958644003383364,0.05770666771255999,40.0,15.0,35.0,0.0,5.0,0.0,0.0,0.0,5.0
Hf5V40Nb15Ta35Ti5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-0.66,4.9,2386.55,1.5589999999999997,10.958644003383364,0.04947627714860633,0.0,0.0,0.0,40.0,15.0,35.0,5.0,0.0,5.0
Hf5Zr40W15Nb35Ti5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-1.5400000000000003,4.65,2316.1,1.5879999999999999,10.958644003383364,0.05399167924317711,0.0,0.0,15.0,0.0,35.0,0.0,5.0,40.0,5.0
Mo5Hf40Zr15V35Ti5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-2.64,4.45,2054.05,1.475,10.958644003383364,0.08010008444896703,0.0,5.0,0.0,35.0,0.0,0.0,5.0,15.0,40.0
Mo5Nb40Ta15Hf35Zr5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,2.3099999999999996,4.65,2448.65,1.4945000000000002,10.958644003383364,0.04561987748043928,0.0,5.0,0.0,0.0,40.0,15.0,0.0,5.0,35.0
Mo5Ta40Ti15Cr35Hf5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-6.099999999999999,5.2,2367.25,1.585,10.958644003383364,0.06777606646918546,35.0,5.0,0.0,0.0,0.0,40.0,15.0,0.0,5.0
Mo5V40Nb15Ti35Hf5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-1.48,4.65,1962.15,1.6039999999999999,10.958644003383364,0.05065370392487816,0.0,5.0,0.0,40.0,15.0,0.0,35.0,0.0,5.0
Mo5V40Nb15Ti35Zr5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-1.6600000000000001,4.65,1943.1,1.6055,10.958644003383364,0.05149292533370419,0.0,5.0,0.0,40.0,15.0,0.0,35.0,5.0,0.0
Mo5W40Cr15V35Ta5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-1.6300000000000001,5.6,2605.35,1.9464999999999997,10.958644003383364,0.0329344867008443,15.0,5.0,40.0,35.0,0.0,5.0,0.0,0.0,0.0
Mo5W40Nb15Cr35Zr5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.51,5.75,2631.55,1.9394999999999998,10.958644003383364,0.0603846428205857,35.0,5.0,40.0,0.0,15.0,0.0,0.0,5.0,0.0
Mo5W40Nb15Ta35Hf5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-6.5600000000000005,5.4,3039.1,1.882,10.958644003383364,0.03431657770660672,0.0,5.0,40.0,0.0,15.0,35.0,0.0,0.0,5.0
Mo5W40Nb15Ta35Zr5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-6.82,5.4,3020.05,1.8835,10.958644003383364,0.03541653546650568,0.0,5.0,40.0,0.0,15.0,35.0,0.0,5.0,0.0
Mo5W40Nb15Ti35Hf5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-5.72,5.05,2566.95,1.896,10.958644003383364,0.03560152337219786,0.0,5.0,40.0,0.0,15.0,0.0,35.0,0.0,5.0
Mo5W40Ta15Cr35Ti5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-3.7199999999999998,5.75,2703.35,1.9349999999999996,10.958644003383364,0.05026250042100107,35.0,5.0,40.0,0.0,0.0,15.0,5.0,0.0,0.0
Mo5W40V15Hf35Cr5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.909999999999999,5.15,2663.35,1.8344999999999998,10.958644003383364,0.07485123774763885,5.0,5.0,40.0,15.0,0.0,0.0,0.0,0.0,35.0
Mo5W40V15Nb35Hf5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-5.6499999999999995,5.4,2765.05,1.9214999999999998,10.958644003383364,0.04091329016410937,0.0,5.0,40.0,15.0,35.0,0.0,0.0,0.0,5.0
Mo5W40V15Nb35Ti5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-5.79,5.4,2736.8,1.9334999999999996,10.958644003383364,0.03144820373116056,0.0,5.0,40.0,15.0,35.0,0.0,5.0,0.0,0.0
Mo5W40V15Zr35Hf5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-7.119999999999999,5.05,2546.3,1.827,10.958644003383364,0.07482918812385426,0.0,5.0,40.0,15.0,0.0,0.0,0.0,35.0,5.0
Mo5Zr40Cr15W35Ta5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-8.7,5.15,2506.55,1.79,10.958644003383364,0.08287088112124388,15.0,5.0,35.0,0.0,0.0,5.0,0.0,40.0,0.0
Nb5Cr40Mo15W35Ti5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-1.8199999999999998,5.85,2561.2,1.9709999999999996,10.958644003383364,0.04715042547510123,40.0,15.0,35.0,0.0,5.0,0.0,5.0,0.0,0.0
Nb5Hf40Zr15Cr35Mo5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-8.17,4.85,2093.45,1.4885000000000002,10.958644003383364,0.0993855628741159,35.0,5.0,0.0,0.0,5.0,0.0,0.0,15.0,40.0
Nb5Hf40Zr15Mo35V5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-3.7699999999999996,4.8,2308.4,1.6370000000000002,10.958644003383364,0.06764090384892715,0.0,35.0,0.0,5.0,5.0,0.0,0.0,15.0,40.0
Nb5Hf40Zr15Mo35W5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.3100000000000005,4.85,2384.0,1.6735000000000002,10.958644003383364,0.06522128627253787,0.0,35.0,5.0,0.0,5.0,0.0,0.0,15.0,40.0
Nb5Ta40Mo15Ti35Hf5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-1.3599999999999999,4.75,2419.55,1.608,10.958644003383364,0.02753268380998711,0.0,15.0,0.0,0.0,5.0,40.0,35.0,0.0,5.0
Nb5Ta40Ti15Hf35Zr5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,2.54,4.45,2455.0,1.4325,10.958644003383364,0.04174247109464984,0.0,0.0,0.0,0.0,5.0,40.0,15.0,5.0,35.0
Nb5Ta40W15Ti35Zr5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-2.47,4.75,2520.35,1.6395000000000002,10.958644003383364,0.028652740634728665,0.0,0.0,15.0,0.0,5.0,40.0,35.0,5.0,0.0
Nb5Ta40Zr15W35V5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-5.81,5.2,2901.65,1.7870000000000001,10.958644003383364,0.050118087564579805,0.0,0.0,35.0,5.0,5.0,40.0,0.0,15.0,0.0
Nb5Ti40Mo15Hf35Zr5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-1.68,4.35,2058.65,1.5415,10.958644003383364,0.04948550035560877,0.0,15.0,0.0,0.0,5.0,0.0,40.0,5.0,35.0
Nb5Ti40Zr15Mo35W5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.469999999999999,4.85,2158.0,1.7695,10.958644003383364,0.04819566194663225,0.0,35.0,5.0,0.0,5.0,0.0,40.0,15.0,0.0
Ta5Hf40Mo15V35Zr5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-2.4899999999999998,4.7,2198.6,1.556,10.958644003383364,0.07914911409599079,0.0,15.0,0.0,35.0,0.0,5.0,0.0,5.0,40.0
Ta5Ti40Hf15Zr35Mo5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-0.53,4.15,1932.35,1.4595000000000002,10.958644003383364,0.045870230857028106,0.0,5.0,0.0,0.0,0.0,5.0,40.0,35.0,15.0
Ta5Ti40Mo15Nb35Zr5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-1.04,4.7,2171.05,1.6415,10.958644003383364,0.0286817776193516,0.0,15.0,0.0,0.0,35.0,5.0,40.0,5.0,0.0
Ta5Ti40Mo15V35Nb5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-2.3099999999999996,4.75,2003.85,1.6655000000000002,10.958644003383364,0.041689787982854484,0.0,15.0,0.0,35.0,5.0,5.0,40.0,0.0,0.0
Ta5Ti40Zr15Cr35W5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-7.51,4.85,1934.4,1.5895,10.958644003383364,0.07989133422388336,35.0,0.0,5.0,0.0,0.0,5.0,40.0,15.0,0.0
Ti5Hf40Mo15V35Ta5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-2.3099999999999996,4.7,2189.4,1.5665,10.958644003383364,0.07670009687216123,0.0,15.0,0.0,35.0,0.0,5.0,5.0,0.0,40.0
Ti5Hf40W15Nb35Ta5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-0.8800000000000001,4.7,2507.7,1.5859999999999999,10.958644003383364,0.05042369168778026,0.0,0.0,15.0,0.0,35.0,5.0,5.0,0.0,40.0
Ti5Zr40Mo15W35Ta5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-7.409999999999999,5.05,2566.2,1.834,10.958644003383364,0.06693231446530162,0.0,15.0,35.0,0.0,0.0,5.0,5.0,40.0,0.0
Ti5Zr40V15Nb35Ta5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,1.3699999999999997,4.55,2128.5,1.4885000000000002,10.958644003383364,0.061607434985591285,0.0,0.0,0.0,15.0,35.0,5.0,5.0,40.0,0.0
V5Nb40Hf15Zr35W5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,1.3199999999999996,4.55,2240.55,1.5000000000000002,10.958644003383364,0.054601538616837364,0.0,0.0,5.0,5.0,40.0,0.0,0.0,35.0,15.0
V5Nb40Ta15Mo35Hf5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.409999999999999,5.3,2568.55,1.7675,10.958644003383364,0.036211699164345426,0.0,35.0,0.0,5.0,40.0,15.0,0.0,0.0,5.0
V5Nb40Ta15Mo35Zr5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.569999999999999,5.3,2549.5,1.7690000000000001,10.958644003383364,0.03724655251871884,0.0,35.0,0.0,5.0,40.0,15.0,0.0,5.0,0.0
V5Nb40Ti15Hf35Zr5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,2.7199999999999998,4.45,2210.65,1.474,10.958644003383364,0.048394860187052954,0.0,0.0,0.0,5.0,40.0,0.0,15.0,5.0,35.0
V5Ta40W15Ti35Hf5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-2.5900000000000003,4.75,2511.05,1.6395000000000002,10.958644003383364,0.032943012795691166,0.0,0.0,15.0,5.0,0.0,40.0,35.0,0.0,5.0
W5Cr40Mo15V35Zr5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-2.62,5.55,2088.45,1.7429999999999999,10.958644003383364,0.05446712075194872,40.0,15.0,5.0,35.0,0.0,0.0,0.0,5.0,0.0
W5Nb40Ta15Hf35Zr5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,1.9199999999999997,4.65,2488.6,1.5045000000000002,10.958644003383364,0.04561987748043928,0.0,0.0,5.0,0.0,40.0,15.0,0.0,5.0,35.0
W5Ta40Mo15Hf35Zr5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-1.37,4.8,2645.5,1.5635,10.958644003383364,0.053356472912969514,0.0,15.0,5.0,0.0,0.0,40.0,0.0,5.0,35.0
W5Ta40Ti15Mo35Hf5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.239999999999999,5.2,2657.8,1.77,10.958644003383364,0.034162149656246824,0.0,35.0,5.0,0.0,0.0,40.0,15.0,0.0,5.0
W5Ti40Hf15V35Nb5,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-2.1399999999999997,4.5,1965.6,1.5795,10.958644003383364,0.05972436871650593,0.0,0.0,5.0,35.0,5.0,0.0,40.0,0.0,15.0
